Dataset&FastME&-co-nj&-co-nj time&-re-nj&-re-nj time&-co&-co time&-re&-re time&NJ\\
Primates12&0.195945&0\%&0&0\%&0&0\%&0&0\%&0&5.159\%\\
M17&0.158601&0\%&1&0\%&0&0.235\%&1&0\%&0&2.002\%\\
M18&0.251976&-0.038\%&1&0.031\%&0&-0.038\%&1&-0.038\%&0&3.422\%\\
M43&0.35217&0.175\%&291&1.297\%&5&0.232\%&368&0.252\%&5&6.649\%\\
M62&0.680847&0.1\%&7409&1.038\%&24&0.241\%&7850&0.089\%&22&5.487\%\\
RbcL55&0.495721&0.167\%&3505&4.461\%&14&2.539\%&4443&2.31\%&14&5.259\%\\
Rana64&0.239704&0.613\%&7858&4.768\%&26&1.331\%&9893&4.345\%&27&5.101\%\\
RDSM32&0.273833&-0.08\%&46&1.158\%&1&1.699\%&43&1.274\%&1&2.827\%\\
RDSM64&0.262232&-1.318\%&6403&1.626\%&27&5.72\%&6283&-0.562\%&26&7.161\%\\
